id,accommodates,bedrooms,bathrooms,beds,price,security_deposit,cleaning_fee,minimum_nights,maximum_nights,number_of_reviews
2006388,3,0.0,1.0,2.0,96.0,0.0,10.0,3,50,6
821164,2,1.0,1.0,1.0,139.0,150.0,40.0,4,45,6
6356416,2,0.0,1.0,1.0,99.0,0.0,35.0,2,15,21
7298509,1,1.0,1.0,1.0,56.0,0.0,15.0,1,1125,0
703986,3,0.0,1.0,1.0,219.0,0.0,0.0,4,1125,0
1029378,2,1.0,1.0,1.0,295.0,0.0,100.0,25,1825,0
4251432,1,0.0,1.0,1.0,100.0,500.0,80.0,6,1000,6
7716746,3,0.0,1.0,1.0,229.0,0.0,50.0,2,1125,0
898544,6,2.0,2.0,3.0,300.0,150.0,150.0,1,1125,8
5627886,2,0.0,1.0,1.0,120.0,0.0,60.0,1,1125,6
3650599,2,0.0,1.0,1.0,105.0,0.0,25.0,3,1125,10
6527306,2,0.0,1.0,1.0,108.0,0.0,12.0,2,1125,6
7192467,4,0.0,1.0,2.0,118.0,0.0,25.0,1,1125,5
898543,6,3.0,2.0,3.0,310.0,150.0,150.0,1,1125,18
6003263,4,1.0,1.0,1.0,100.0,0.0,50.0,1,1125,12
7090899,6,2.0,2.0,2.0,188.0,200.0,175.0,1,9999999,3
7619081,1,1.0,1.0,1.0,65.0,0.0,0.0,7,1125,0
7084819,4,0.0,1.0,2.0,116.0,200.0,45.0,1,3,25
7379567,3,1.0,1.0,1.0,149.0,0.0,40.0,1,1125,1
5940622,2,1.0,1.0,1.0,150.0,300.0,30.0,2,1125,9
5838952,2,1.0,1.0,1.0,70.0,150.0,25.0,1,1125,0
4601641,2,1.0,1.0,1.0,130.0,150.0,35.0,5,10,2
2351587,1,0.0,1.0,1.0,95.0,0.0,50.0,5,600,21
6683798,3,0.0,1.0,2.0,165.0,0.0,60.0,7,18,0
597427,2,1.0,1.0,1.0,155.0,0.0,150.0,4,1125,4
1901611,5,2.0,2.0,3.0,324.0,0.0,100.0,3,1125,5
4427676,2,0.0,1.0,1.0,150.0,0.0,40.0,2,1125,52
5228382,2,1.0,1.0,1.0,109.0,0.0,30.0,2,1125,0
7978419,2,1.0,1.0,1.0,110.0,0.0,0.0,2,7,0
6487066,5,2.0,2.0,3.0,324.0,0.0,100.0,3,1125,0
2729723,2,1.0,1.0,1.0,60.0,0.0,5.0,2,1125,10
1943175,2,0.0,1.0,1.0,160.0,200.0,50.0,3,1125,11
6588026,3,0.0,1.0,2.0,95.0,0.0,30.0,1,1125,3
8054222,3,0.0,1.0,1.0,128.0,0.0,50.0,2,1125,2
4706142,1,1.0,1.0,1.0,50.0,250.0,50.0,1,365,2
5953026,6,3.0,2.5,6.0,75.0,150.0,0.0,7,7,0
8309843,2,1.0,1.0,1.0,135.0,0.0,65.0,3,1125,1
98065,3,1.0,1.0,1.0,249.0,0.0,0.0,4,365,0
7912558,2,1.0,1.0,1.0,120.0,0.0,50.0,1,10,0
4157905,5,1.0,1.0,1.0,179.0,0.0,100.0,3,12,13
7005310,1,1.0,1.0,1.0,53.0,0.0,15.0,1,1125,1
3694657,2,0.0,1.0,1.0,115.0,0.0,50.0,1,1125,63
7004468,1,1.0,1.0,1.0,70.0,0.0,25.0,7,1125,0
140290,4,1.0,1.0,2.0,159.0,200.0,75.0,4,365,33
17378,2,1.0,1.0,1.0,209.0,0.0,150.0,4,730,2
6835222,3,1.0,1.0,2.0,50.0,0.0,50.0,2,1125,3
4292522,2,1.0,1.0,1.0,175.0,0.0,0.0,1,30,1
5396268,3,1.0,1.0,2.0,130.0,200.0,15.0,1,1125,14
2648427,9,5.0,2.5,5.0,329.0,175.0,185.0,3,1125,0
4957202,1,1.0,1.0,1.0,64.0,0.0,0.0,1,1125,4
8335947,2,1.0,1.0,1.0,70.0,0.0,25.0,1,1125,2
123354,2,1.0,1.0,1.0,80.0,0.0,0.0,3,730,77
8381308,5,3.0,2.0,3.0,800.0,0.0,0.0,1,1125,0
8496424,4,1.0,1.0,1.0,41.0,0.0,20.0,1,1125,1
3698666,2,1.0,1.0,1.0,55.0,100.0,50.0,2,1365,0
2987397,4,1.0,1.0,1.0,65.0,100.0,90.0,1,1095,1
2550485,3,1.0,1.0,1.0,42.0,0.0,20.0,1,1125,3
3700395,6,1.0,2.5,4.0,60.0,100.0,40.0,1,1125,0
5201730,2,1.0,1.0,1.0,39.0,0.0,35.0,2,1125,0
4532386,6,2.0,2.0,2.0,300.0,0.0,0.0,2,1125,2
8580901,2,1.0,1.0,1.0,100.0,0.0,0.0,2,1125,0
7636407,1,1.0,1.5,1.0,60.0,0.0,0.0,2,1125,9
175608,6,2.0,1.0,3.0,140.0,400.0,75.0,4,90,53
4789130,2,1.0,1.0,1.0,95.0,0.0,20.0,2,1125,53
7460760,2,1.0,1.0,1.0,150.0,0.0,30.0,1,1125,0
3677616,2,1.0,1.0,1.0,214.0,100.0,150.0,1,1125,16
32584,4,1.0,1.0,2.0,129.0,0.0,30.0,2,1125,362
8592549,2,0.0,1.0,1.0,100.0,0.0,0.0,1,1125,0
3800452,2,1.0,1.5,1.0,120.0,0.0,0.0,1,1125,13
1326629,4,2.0,1.5,2.0,399.0,0.0,100.0,1,1125,27
4882316,2,1.0,1.0,1.0,84.0,0.0,25.0,3,21,36
6462055,2,1.0,1.0,1.0,110.0,0.0,50.0,2,1125,6
7910505,5,2.0,2.0,2.0,200.0,0.0,50.0,2,1125,0
5143177,4,0.0,1.0,2.0,120.0,250.0,50.0,1,1125,9
6363926,2,1.0,1.0,1.0,83.0,0.0,65.0,1,1125,6
181913,6,1.0,1.0,3.0,79.0,0.0,0.0,1,365,117
7644224,7,4.0,2.0,4.0,299.0,0.0,150.0,1,1125,2
4382725,3,1.0,1.0,2.0,207.0,0.0,100.0,3,1125,2
3303757,2,1.0,1.0,1.0,55.0,250.0,0.0,2,1125,19
2302031,2,1.0,1.0,1.0,85.0,0.0,0.0,2,7,102
4315895,2,1.0,1.0,1.0,135.0,0.0,20.0,3,1125,5
6480338,3,1.0,1.0,1.0,100.0,0.0,30.0,1,1125,7
3432966,4,1.0,1.0,1.0,70.0,250.0,80.0,2,365,6
8364554,3,0.0,1.0,1.0,100.0,0.0,0.0,1,8,2
1663504,4,2.0,2.0,2.0,230.0,0.0,60.0,3,29,29
6317095,2,1.0,2.0,3.0,140.0,0.0,10.0,1,1125,6
3352155,6,3.0,2.0,3.0,495.0,1000.0,200.0,2,1125,11
4210884,2,1.0,1.0,1.0,115.0,0.0,20.0,1,1125,1
8536274,1,1.0,1.0,1.0,65.0,0.0,0.0,1,1125,0
344264,2,0.0,1.0,1.0,115.0,0.0,0.0,3,14,72
8284881,2,1.0,1.0,1.0,99.0,100.0,25.0,1,1125,2
5373844,2,0.0,1.0,1.0,158.0,0.0,0.0,2,1125,22
6881428,10,4.0,4.5,5.0,399.0,1000.0,130.0,2,1125,0
5292195,2,1.0,1.5,1.0,150.0,0.0,0.0,1,1125,0
17380,4,2.0,2.0,2.0,289.0,0.0,0.0,7,730,1
290001,4,2.0,1.0,2.0,150.0,100.0,75.0,2,14,43
3281062,2,1.0,1.0,1.0,350.0,0.0,25.0,5,14,3
2499606,5,2.0,2.0,3.0,298.0,0.0,100.0,3,1125,2
7103610,1,1.0,1.0,1.0,70.0,0.0,20.0,1,1125,2
4351099,2,1.0,1.0,1.0,130.0,200.0,0.0,2,1125,4
3818629,2,1.0,1.0,1.0,100.0,0.0,0.0,3,1125,22
853132,2,1.0,1.0,1.0,125.0,0.0,0.0,3,10,12
6686241,3,1.0,1.0,2.0,150.0,0.0,15.0,2,1125,7
6005894,1,1.0,1.0,1.0,95.0,0.0,0.0,1,1125,0
4244705,3,1.0,1.0,2.0,130.0,0.0,30.0,3,1125,44
8166186,3,1.0,1.0,1.0,250.0,0.0,0.0,2,1125,0
7414087,4,1.0,1.0,1.0,175.0,0.0,0.0,1,1125,0
6119766,2,1.0,1.0,1.0,69.0,250.0,80.0,14,28,2
6435116,2,1.0,1.0,1.0,175.0,0.0,0.0,1,1125,4
5228009,2,1.0,1.0,1.0,85.0,0.0,0.0,1,1125,2
5121189,4,2.0,1.0,2.0,180.0,200.0,150.0,5,25,1
52092,6,2.0,1.0,3.0,150.0,400.0,75.0,4,90,84
3173259,3,1.0,1.0,1.0,139.0,250.0,75.0,1,1125,52
7482822,2,1.0,1.0,1.0,111.0,150.0,59.0,1,1125,6
3478199,2,1.0,1.0,1.0,95.0,250.0,25.0,1,1125,3
3808204,1,1.0,1.0,1.0,85.0,0.0,0.0,1,1125,5
3601131,3,1.0,1.0,1.0,115.0,0.0,50.0,7,1125,11
3475480,4,2.0,2.0,2.0,199.0,500.0,150.0,7,180,13
1650856,2,1.0,1.0,1.0,150.0,0.0,0.0,2,1125,7
5755232,4,1.0,1.0,1.0,115.0,0.0,30.0,2,29,49
4501,1,1.0,2.5,1.0,99.0,0.0,0.0,2,365,120
8008094,2,0.0,1.0,1.0,85.0,0.0,75.0,1,1125,0
6289478,2,1.0,1.0,1.0,193.0,0.0,75.0,3,1125,2
2429958,5,2.0,2.0,3.0,298.0,0.0,100.0,3,1125,5
6001683,1,1.0,1.0,1.0,63.0,0.0,0.0,1,1125,15
7853097,8,3.0,2.5,5.0,299.0,1000.0,125.0,1,1125,1
4248660,4,1.0,1.0,1.0,185.0,0.0,0.0,3,90,3
4846107,4,2.0,1.5,2.0,120.0,0.0,0.0,1,5,3
25354,2,1.0,1.0,1.0,125.0,0.0,0.0,1,365,5
1831701,2,1.0,2.0,1.0,110.0,0.0,0.0,1,1125,13
3527448,1,1.0,1.5,1.0,93.0,95.0,15.0,1,1125,35
6403422,2,0.0,1.0,1.0,80.0,0.0,5.0,1,1125,10
6509966,2,1.0,1.0,1.0,195.0,500.0,75.0,2,1125,13
2350674,2,1.0,1.0,1.0,90.0,0.0,0.0,1,1125,47
3415424,4,2.0,2.0,2.0,250.0,500.0,45.0,1,60,15
6193902,2,1.0,1.0,1.0,225.0,0.0,0.0,2,14,0
248402,3,1.0,1.0,1.0,135.0,500.0,20.0,2,365,44
1020928,2,1.0,1.0,1.0,259.0,0.0,0.0,3,365,3
4764798,2,0.0,1.0,2.0,60.0,200.0,50.0,5,19,0
6576022,2,1.0,1.0,1.0,60.0,0.0,0.0,1,1125,4
8221932,2,0.0,1.0,1.0,100.0,150.0,70.0,3,300,2
7836962,4,1.0,1.0,1.0,100.0,100.0,25.0,3,4,5
6673960,3,1.0,1.0,1.0,109.0,0.0,0.0,2,5,1
7935536,10,3.0,1.5,4.0,312.0,500.0,150.0,2,1125,1
2248413,4,0.0,1.0,2.0,175.0,0.0,0.0,3,30,8
7622253,4,2.0,2.0,2.0,375.0,0.0,40.0,1,8,0
7174384,2,1.0,1.0,1.0,71.0,0.0,78.0,2,1125,4
8542489,2,1.0,1.0,1.0,110.0,0.0,20.0,1,1125,0
6796992,2,1.0,1.0,1.0,75.0,0.0,20.0,2,1125,3
7036591,4,1.0,1.0,3.0,150.0,100.0,100.0,1,1125,11
6135500,4,1.0,1.0,1.0,120.0,0.0,25.0,2,4,20
6658339,4,1.0,1.0,2.0,119.0,150.0,50.0,3,1125,1
6056475,2,1.0,1.0,1.0,200.0,200.0,75.0,2,1125,5
7637775,12,5.0,3.0,6.0,600.0,0.0,150.0,1,1125,0
3611826,3,0.0,1.0,2.0,175.0,0.0,0.0,3,90,0
7999372,2,1.0,1.0,1.0,119.0,150.0,50.0,2,1125,1
6759650,3,1.0,1.0,2.0,209.0,200.0,49.0,1,1125,2
8240470,3,1.0,1.0,2.0,135.0,100.0,20.0,1,1125,0
7708030,2,1.0,1.0,1.0,45.0,0.0,0.0,1,1125,4
7781787,8,2.0,1.0,3.0,250.0,500.0,100.0,2,1125,5
6950129,2,1.0,1.0,1.0,80.0,0.0,0.0,2,1125,9
8542706,2,1.0,1.0,1.0,110.0,0.0,20.0,1,1125,0
7749119,4,1.0,1.0,3.0,150.0,100.0,100.0,1,1125,5
4144992,1,0.0,1.0,1.0,105.0,0.0,35.0,1,1125,15
8126343,6,1.0,2.0,3.0,119.0,0.0,40.0,1,1125,0
7128350,2,0.0,1.0,1.0,90.0,0.0,0.0,1,1125,1
7897016,12,4.0,3.5,4.0,340.0,250.0,185.0,2,1125,0
4358078,2,0.0,1.0,1.0,180.0,0.0,0.0,1,1125,0
6258721,4,1.0,1.0,2.0,265.0,0.0,0.0,1,1125,15
8371081,2,0.0,1.0,1.0,105.0,0.0,15.0,1,1125,2
884598,4,1.0,3.0,2.0,240.0,250.0,75.0,3,30,0
501809,2,1.0,1.0,1.0,98.0,250.0,50.0,4,1125,4
5930230,2,1.0,1.0,1.0,112.0,0.0,0.0,6,22,1
1120704,3,1.0,1.0,1.0,110.0,0.0,35.0,2,1125,114
7068640,4,1.0,1.0,3.0,140.0,100.0,100.0,1,1125,6
7581347,1,1.0,1.0,1.0,70.0,0.0,0.0,5,1125,4
3898306,5,1.0,1.0,4.0,229.0,200.0,85.0,3,365,16
5364935,4,2.0,2.5,2.0,162.0,0.0,30.0,1,1125,14
5028605,2,0.0,1.0,1.0,102.0,100.0,50.0,2,9,5
6018637,2,1.0,1.5,1.0,73.0,0.0,0.0,2,1125,40
5878667,4,1.0,1.0,2.0,190.0,250.0,0.0,2,1125,15
407014,6,1.0,1.0,3.0,149.0,0.0,40.0,2,1125,215
4783987,2,1.0,1.5,1.0,80.0,0.0,35.0,2,1125,1
4567582,2,1.0,1.5,1.0,99.0,0.0,25.0,2,1125,6
4392242,2,0.0,1.0,1.0,120.0,0.0,30.0,1,31,89
883253,5,1.0,1.0,2.0,150.0,0.0,70.0,3,14,18
8048581,14,5.0,3.0,7.0,599.0,500.0,150.0,1,1125,0
7783012,1,0.0,1.0,1.0,62.0,0.0,0.0,14,1125,1
6576257,2,1.0,1.0,1.0,50.0,0.0,0.0,1,1125,1
4356890,5,2.0,1.5,2.0,240.0,0.0,35.0,1,14,16
3629759,2,1.0,1.0,1.0,139.0,100.0,50.0,5,1125,6
4023806,2,0.0,1.0,1.0,150.0,0.0,0.0,1,1125,0
6084012,5,2.0,1.0,2.0,250.0,0.0,75.0,4,15,2
7635699,1,1.0,1.0,1.0,68.0,0.0,7.0,1,1125,16
630973,4,2.0,2.0,2.0,299.0,0.0,0.0,4,365,3
7644512,13,6.0,3.0,8.0,720.0,0.0,185.0,1,1125,1
902573,2,1.0,1.0,1.0,200.0,250.0,50.0,1,1125,10
6677954,2,1.0,1.0,1.0,71.0,0.0,10.0,1,1125,1
741202,2,1.0,1.0,1.0,125.0,300.0,0.0,1,4,149
4105803,6,2.0,1.0,2.0,145.0,0.0,93.0,1,1125,54
8154040,2,0.0,1.0,0.0,130.0,100.0,7.0,1,2,1
4089434,3,1.0,1.0,2.0,185.0,0.0,0.0,2,14,1
6391400,7,2.0,1.0,6.0,225.0,100.0,130.0,1,1125,11
6400081,4,2.0,2.0,2.0,130.0,300.0,100.0,1,1125,1
7637134,6,2.0,1.5,2.0,178.0,0.0,75.0,1,1125,4
264326,1,1.0,1.0,1.0,80.0,0.0,0.0,3,32,98
1416138,1,1.0,1.0,1.0,90.0,0.0,35.0,3,1125,20
2467457,2,2.0,1.0,1.0,125.0,0.0,0.0,1,3,7
1263456,4,1.0,1.0,2.0,120.0,0.0,40.0,2,1125,85
7996960,1,0.0,1.0,1.0,80.0,500.0,0.0,3,9,0
6676975,2,1.0,1.0,1.0,100.0,0.0,40.0,2,1125,0
1440897,2,1.0,1.0,1.0,105.0,100.0,20.0,2,7,18
7614937,2,0.0,1.0,1.0,128.0,0.0,55.0,1,1125,7
7638278,6,2.0,1.0,4.0,300.0,0.0,0.0,1,1125,5
5286718,4,2.0,1.5,2.0,275.0,0.0,125.0,4,1125,19
1545409,3,1.0,1.0,1.0,200.0,0.0,50.0,2,1125,2
6346461,5,2.0,1.0,3.0,280.0,0.0,69.0,2,40,11
5105996,2,1.0,1.5,1.0,99.0,0.0,25.0,2,1125,20
4540800,5,2.0,2.0,2.0,175.0,0.0,0.0,1,1125,1
7496108,1,1.0,1.0,1.0,97.0,100.0,11.0,1,1125,15
5592949,3,1.0,1.0,2.0,130.0,0.0,30.0,3,1125,23
6016203,2,1.0,1.0,1.0,215.0,0.0,0.0,2,14,0
1952972,2,1.0,1.0,1.0,75.0,500.0,0.0,14,30,4
2752580,4,1.0,1.0,2.0,185.0,0.0,0.0,2,14,1
6425823,1,1.0,1.0,1.0,70.0,0.0,7.0,1,1125,19
8486100,2,0.0,1.0,1.0,97.0,0.0,0.0,1,1125,0
8285432,3,1.0,1.0,1.0,130.0,150.0,0.0,2,1125,2
1493666,2,1.0,1.0,1.0,120.0,0.0,0.0,1,1125,3
879279,4,1.0,1.0,1.0,110.0,110.0,60.0,2,2,1
7677038,2,1.0,1.5,1.0,225.0,0.0,0.0,2,1125,2
7125985,4,1.0,1.0,3.0,140.0,100.0,100.0,1,1125,6
1135268,2,1.0,2.0,1.0,160.0,100.0,0.0,1,1125,8
3987789,2,1.0,1.0,1.0,125.0,0.0,0.0,1,110,116
1775880,2,1.0,1.5,1.0,150.0,0.0,0.0,3,1125,4
7435945,1,1.0,1.0,1.0,90.0,150.0,25.0,2,1125,4
8587373,16,8.0,8.0,16.0,1250.0,0.0,0.0,1,1125,0
5838728,8,4.0,2.5,4.0,390.0,150.0,100.0,2,1125,1
3782497,2,1.0,1.0,1.0,100.0,100.0,50.0,1,60,16
4813661,2,1.0,1.0,1.0,150.0,0.0,0.0,2,6,7
5127820,4,1.0,1.0,1.0,95.0,400.0,75.0,3,365,13
7637373,7,3.0,1.5,4.0,250.0,0.0,0.0,1,1125,6
3927571,2,1.0,1.0,1.0,65.0,0.0,5.0,1,29,26
4247056,1,1.0,1.0,1.0,70.0,0.0,0.0,4,1125,1
3577,7,3.0,1.5,4.0,290.0,0.0,100.0,2,90,36
1486761,2,1.0,1.0,1.0,120.0,0.0,15.0,1,1125,133
6544617,6,1.0,1.0,3.0,130.0,0.0,30.0,2,1125,4
4885834,2,1.0,1.0,1.0,84.0,0.0,25.0,3,21,22
7030990,2,1.0,1.0,1.0,129.0,0.0,25.0,1,1125,1
6543007,3,0.0,1.0,1.0,125.0,0.0,30.0,1,1125,2
3746270,3,1.0,1.0,1.0,150.0,0.0,0.0,1,1125,5
6056411,3,1.0,1.0,1.0,130.0,0.0,50.0,2,1125,5
4430806,2,1.0,1.0,1.0,210.0,150.0,45.0,3,20,11
2516656,6,3.0,2.5,3.0,497.0,750.0,140.0,1,1125,51
6119696,2,0.0,1.0,1.0,100.0,300.0,95.0,3,1125,1
7562725,6,2.0,3.0,2.0,300.0,0.0,75.0,1,1125,1
7206477,3,0.0,1.0,2.0,108.0,200.0,65.0,1,1125,1
6956831,6,2.0,2.5,2.0,300.0,0.0,0.0,4,1125,0
5825904,4,1.0,1.0,2.0,75.0,0.0,0.0,1,1125,4
5019362,2,1.0,1.0,1.0,120.0,100.0,40.0,1,14,15
17381,2,1.0,1.0,1.0,249.0,0.0,0.0,4,730,0
8460036,2,1.0,1.0,1.0,100.0,0.0,0.0,1,1125,1
620849,4,1.0,1.0,1.0,125.0,100.0,0.0,2,365,27
7559119,1,0.0,1.0,1.0,145.0,0.0,0.0,1,1125,2
1460558,4,2.0,2.0,2.0,330.0,500.0,60.0,2,1125,17
2176992,1,1.0,1.0,1.0,60.0,100.0,0.0,2,93,6
3250140,2,1.0,1.5,1.0,69.0,100.0,50.0,1,1125,77
5593096,4,1.0,1.0,2.0,130.0,0.0,30.0,3,1125,15
957734,2,1.0,1.0,1.0,129.0,250.0,0.0,3,90,71
916200,2,1.0,1.0,1.0,249.0,0.0,0.0,4,730,0
1049354,6,1.0,1.0,3.0,79.0,0.0,40.0,1,29,2
3095566,4,1.0,1.0,2.0,164.0,400.0,60.0,2,365,23
8298054,6,2.0,2.0,3.0,164.0,0.0,40.0,1,27,0
6233678,4,2.0,2.0,2.0,299.0,0.0,50.0,1,1125,9
5774984,2,1.0,1.0,1.0,130.0,120.0,20.0,2,8,10
925327,2,1.0,1.0,1.0,125.0,0.0,0.0,2,4,8
8339096,2,1.0,1.0,1.0,190.0,0.0,0.0,2,6,0
8486555,2,1.0,1.5,1.0,125.0,0.0,0.0,1,3,0
5144192,2,1.0,1.0,1.0,65.0,200.0,40.0,3,365,3
5761777,2,1.0,1.5,1.0,75.0,0.0,30.0,2,14,15
5671573,1,1.0,2.0,1.0,85.0,0.0,0.0,1,1125,1
7933168,5,2.0,2.0,3.0,229.0,0.0,100.0,3,1125,0
4867961,15,6.0,3.0,9.0,500.0,100.0,150.0,1,28,41
6937318,6,1.0,1.0,4.0,250.0,0.0,20.0,1,14,6
1883590,5,1.0,1.0,2.0,117.0,0.0,50.0,6,1125,6
25366,11,3.0,2.5,3.0,298.0,0.0,150.0,2,60,69
7067692,6,2.0,1.0,4.0,200.0,100.0,130.0,1,1125,8
7996425,4,1.0,1.0,2.0,110.0,100.0,40.0,1,1125,0
6092885,2,0.0,1.0,1.0,120.0,0.0,15.0,1,1125,38
4323458,10,3.0,3.0,6.0,450.0,0.0,100.0,2,1125,6
1628328,4,1.0,1.0,2.0,99.0,500.0,70.0,2,365,54
194753,8,2.0,0.0,4.0,275.0,300.0,75.0,2,7,7
4089954,2,1.0,1.0,1.0,185.0,0.0,0.0,2,14,0
6273897,5,1.0,1.0,2.0,120.0,0.0,50.0,1,1125,2
5856183,2,0.0,1.0,1.0,150.0,0.0,0.0,1,1125,4
7453659,3,1.0,1.0,1.0,121.0,300.0,60.0,1,7,2
4817305,2,1.0,1.0,1.0,75.0,100.0,0.0,1,1125,0
2241400,2,0.0,1.0,1.0,105.0,500.0,0.0,4,32,26
5888450,2,0.0,1.0,1.0,150.0,0.0,40.0,1,1125,4
6602486,4,0.0,1.0,1.0,100.0,0.0,10.0,2,1125,4
2423371,4,2.0,2.0,2.0,249.0,0.0,150.0,7,365,0
5145999,5,2.0,1.0,2.0,275.0,0.0,80.0,2,1125,15
4160153,4,2.0,2.0,2.0,160.0,250.0,25.0,2,1125,12
6333552,6,3.0,3.5,3.0,475.0,500.0,200.0,3,1125,1
5405966,2,0.0,1.0,1.0,115.0,0.0,50.0,3,365,41
7242379,6,1.0,2.5,16.0,45.0,0.0,0.0,1,1125,2
4112411,6,2.0,2.5,2.0,150.0,0.0,75.0,3,29,51
4559331,2,1.0,1.0,1.0,90.0,0.0,0.0,3,1125,5
5018679,4,1.0,1.0,2.0,217.0,150.0,50.0,4,1125,5
7509040,2,1.0,2.0,1.0,97.0,0.0,25.0,2,14,5
8049963,14,5.0,3.0,7.0,399.0,500.0,150.0,1,1125,2
4256138,4,0.0,1.0,2.0,118.0,95.0,35.0,1,14,28
815855,4,1.0,1.0,2.0,130.0,400.0,75.0,4,90,31
7514236,6,1.0,1.0,6.0,36.0,0.0,0.0,1,1125,11
4862698,4,1.0,1.0,1.0,100.0,0.0,0.0,1,1125,0
7761251,3,1.0,1.0,1.0,125.0,0.0,50.0,2,1125,1
4258818,7,1.0,2.0,4.0,300.0,0.0,60.0,3,1125,8
8464830,4,2.0,2.0,2.0,199.0,0.0,0.0,2,366,0
7195951,4,2.0,1.5,2.0,150.0,0.0,30.0,1,1125,2
5318614,2,0.0,1.0,1.0,125.0,0.0,35.0,2,10,23
1855756,2,1.0,1.0,1.0,110.0,0.0,0.0,1,30,157
8065288,4,2.0,2.0,2.0,320.0,500.0,120.0,3,1125,0
6234417,2,1.0,1.0,1.0,88.0,0.0,65.0,1,1125,1
3368085,5,3.0,3.0,2.0,329.0,300.0,50.0,1,1125,4
3368308,2,1.0,1.0,1.0,99.0,0.0,0.0,1,1125,3
7259793,1,1.0,1.0,1.0,59.0,100.0,10.0,2,1125,8
339208,6,2.0,1.0,2.0,70.0,100.0,25.0,3,365,80
8506113,2,1.0,1.0,1.0,75.0,0.0,0.0,1,1125,0
5140121,3,1.0,1.0,3.0,70.0,200.0,0.0,1,14,9
3674676,1,1.0,1.0,1.0,1300.0,0.0,0.0,1,1125,0
3693762,1,1.0,1.0,1.0,58.0,0.0,10.0,2,20,6
7109996,2,1.0,1.0,1.0,55.0,0.0,10.0,1,1125,1
5785467,2,1.0,1.0,1.0,47.0,200.0,0.0,1,1125,50
3095593,2,1.0,1.0,1.0,60.0,100.0,20.0,1,31,36
694383,4,1.0,1.0,2.0,135.0,175.0,70.0,2,7,4
7103,3,1.0,1.0,2.0,89.0,100.0,45.0,4,120,75
3767679,6,1.0,1.0,5.0,150.0,0.0,20.0,1,1125,18
4012986,1,1.0,1.0,1.0,65.0,0.0,50.0,1,1125,1
204051,5,1.0,1.0,2.0,109.0,100.0,45.0,2,365,28
55733,4,0.0,1.0,3.0,99.0,100.0,45.0,2,365,68
5422197,2,1.0,1.0,1.0,69.0,0.0,0.0,2,1125,17
5193327,4,2.0,2.5,2.0,300.0,1200.0,125.0,7,1125,0
5562632,4,1.0,1.0,2.0,114.0,0.0,0.0,3,1125,18
5737493,1,1.0,1.0,1.0,100.0,250.0,50.0,4,1125,0
862949,1,1.0,1.0,1.0,69.0,200.0,150.0,2,365,5
8317914,6,3.0,3.5,4.0,350.0,500.0,100.0,2,1125,1
839320,1,1.0,1.0,1.0,100.0,0.0,40.0,2,180,13
6238251,1,1.0,1.0,1.0,115.0,250.0,50.0,4,1125,0
204017,2,0.0,1.0,1.0,99.0,100.0,45.0,2,365,19
5919184,1,1.0,1.0,1.0,43.0,250.0,50.0,1,1125,0
8303653,1,1.0,1.0,1.0,50.0,0.0,0.0,1,1125,0
6256693,9,4.0,2.0,4.0,380.0,490.0,140.0,3,1125,1
160597,2,1.0,1.0,1.0,80.0,250.0,50.0,3,365,14
470593,2,1.0,1.0,1.0,149.0,100.0,45.0,4,109,8
7697813,1,1.0,1.0,1.0,39.0,0.0,0.0,1,1125,0
4305902,3,1.0,1.0,3.0,50.0,1500.0,50.0,1,1125,1
5863019,5,0.0,1.0,1.0,115.0,300.0,85.0,3,1125,15
8517414,9,5.0,3.5,6.0,850.0,0.0,0.0,1,1125,0
6404307,1,1.0,1.0,1.0,58.0,0.0,50.0,14,1125,0
4275023,11,6.0,4.5,11.0,650.0,500.0,200.0,7,1125,2
3783156,4,1.0,1.0,2.0,150.0,500.0,50.0,6,30,5
6328123,2,1.0,1.0,1.0,99.0,500.0,20.0,2,45,1
140335,4,0.0,1.0,2.0,110.0,100.0,55.0,2,365,33
6700757,1,1.0,1.0,1.0,40.0,0.0,0.0,1,1125,0
6248254,2,1.0,1.0,1.0,110.0,250.0,50.0,4,1125,0
2150015,3,1.0,1.0,1.0,165.0,0.0,25.0,1,1125,4
5990643,5,1.0,2.5,4.0,600.0,1000.0,100.0,4,1125,0
1250851,8,5.0,4.0,6.0,299.0,200.0,100.0,2,1125,8
6377478,2,1.0,1.0,2.0,120.0,0.0,30.0,1,1125,1
2097166,6,3.0,2.5,4.0,260.0,200.0,130.0,3,60,28
7287026,2,1.0,1.0,1.0,125.0,0.0,50.0,1,1125,4
2650125,8,4.0,4.5,5.0,500.0,500.0,200.0,3,1125,8
5932025,3,1.0,1.0,2.0,175.0,0.0,25.0,1,1125,2
6000894,1,1.0,2.0,1.0,33.0,100.0,0.0,1,1125,10
5730369,3,1.0,1.0,3.0,40.0,100.0,0.0,1,1125,46
4529,2,1.0,2.0,1.0,60.0,0.0,10.0,1,365,67
6034374,2,1.0,1.0,2.0,33.0,100.0,0.0,1,1125,34
5970323,1,1.0,1.0,1.0,50.0,0.0,10.0,1,1125,7
7050202,2,1.0,1.0,1.0,49.0,0.0,25.0,1,1125,11
5429919,1,1.0,1.0,3.0,38.0,450.0,60.0,2,1125,2
8323975,2,1.0,1.0,1.0,65.0,0.0,0.0,1,1125,2
8225518,2,1.0,1.0,1.0,49.0,0.0,0.0,1,1125,3
