id,id,host_listings_count,host_response_rate,host_acceptance_rate,accommodates,bedrooms,bathrooms,beds,price,security_deposit,cleaning_fee,minimum_nights,maximum_nights,number_of_reviews,neighbourhood_cleansed,latitude,longitude
6626883,6626883,1,25%,100%,3,1.0,1.0,1.0,$150.00 ,,$25.00 ,2,1125,4,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90540462,-77.03050802
1562024,1562024,4,92%,100%,3,1.0,1.0,1.0,$95.00 ,,$35.00 ,2,1125,70,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90504369,-77.01880601
6370764,6370764,1,100%,100%,4,1.0,1.0,2.0,$119.00 ,,,1,20,0,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90482723,-77.02685647
8390917,8390917,1,100%,100%,2,1.0,1.0,1.0,$97.00 ,,$10.00 ,1,1125,2,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90158767,-77.01926965
2339961,2339961,1,100%,88%,2,1.0,1.0,1.0,$99.00 ,,$10.00 ,1,4,51,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90058574,-77.01418067
3593404,3593404,1,65%,77%,2,1.0,1.0,1.0,$295.00 ,,$65.00 ,1,1125,28,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90147432,-77.01641048
6542545,6542545,1,92%,93%,2,1.0,1.0,1.0,$149.00 ,$150.00 ,,2,1125,9,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90071745,-77.01684978
6911905,6911905,1,100%,92%,2,1.0,1.0,1.0,$110.00 ,,$10.00 ,1,1125,10,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90032475,-77.01060137
8460219,8460219,1,100%,100%,5,2.0,1.0,3.0,$180.00 ,,,2,366,1,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90414999,-77.02060693
7870051,7870051,1,100%,100%,2,0.0,1.0,2.0,$150.00 ,,$75.00 ,3,1125,3,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89673074,-77.01133551
1498731,1498731,30,92%,94%,6,0.0,1.0,3.0,$150.00 ,,$129.00 ,3,100000,24,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90475151,-77.02632711
4629445,4629445,1,100%,100%,5,2.0,2.5,2.0,$155.00 ,$99.00 ,$90.00 ,2,1125,23,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89869539,-77.01661719
14570,14570,1,100%,100%,3,1.0,1.0,2.0,$85.00 ,$150.00 ,,3,30,338,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90426843,-77.02655963
1624943,1624943,1,50%,50%,2,1.0,1.0,1.0,$130.00 ,,,1,1125,4,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90451104,-77.03022189
3421927,3421927,1,100%,69%,3,1.0,1.0,1.0,$120.00 ,,$50.00 ,1,1125,3,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90301688,-77.01858684
6792155,6792155,1,100%,100%,2,1.0,1.0,1.0,$90.00 ,,$10.00 ,2,1125,12,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90507876,-77.0184392
2578477,2578477,1,96%,47%,2,1.0,1.0,2.0,$149.00 ,,,1,1125,47,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89993652,-77.01634541
6953508,6953508,190,87%,70%,3,1.0,1.0,1.0,$569.00 ,,$100.00 ,3,1125,0,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89396683,-77.01938706
5691723,5691723,1,100%,100%,4,1.0,1.0,1.0,$180.00 ,,$50.00 ,1,1125,6,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89841787,-77.01531137
6844024,6844024,1,,,1,1.0,1.0,1.0,$55.00 ,,$15.00 ,1,14,1,"West End, Foggy Bottom, GWU",38.90195179,-77.05285593
3258728,3258728,6,90%,100%,4,1.0,1.0,1.0,$229.00 ,,$50.00 ,2,720,29,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90041682,-77.01729656
8042913,8042913,1,90%,50%,2,1.0,1.0,1.0,$75.00 ,,,1,1125,2,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90136429,-77.01743427
6781783,6781783,190,87%,70%,3,1.0,1.0,1.0,$569.00 ,,$100.00 ,3,1125,0,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90530695,-77.03028303
1170249,1170249,1,100%,100%,2,1.0,1.0,1.0,$105.00 ,,,1,1125,245,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.900961200000005,-77.03333349
1287319,1287319,480,58%,51%,2,1.0,1.0,1.0,$259.00 ,,,4,365,3,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89267276,-77.01946911
7769970,7769970,1,100%,50%,2,1.0,1.0,1.0,$120.00 ,$100.00 ,$30.00 ,2,1125,1,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90399082,-77.0173688
5577993,5577993,1,100%,100%,3,1.0,1.0,2.0,$119.00 ,$99.00 ,,5,1125,3,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90198328,-77.01483746
8015877,8015877,1,90%,100%,2,1.0,1.5,1.0,$139.00 ,$500.00 ,$50.00 ,1,1125,0,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90529845,-77.02866297
6574122,6574122,2,100%,100%,1,1.0,1.0,1.0,$90.00 ,$100.00 ,$120.00 ,1,1125,0,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90422466,-77.00910445
4427874,4427874,2,100%,100%,1,1.0,1.0,1.0,$109.00 ,,,3,1125,34,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90343191,-77.02692746
2642542,2642542,1,100%,45%,4,1.0,1.0,2.0,$150.00 ,$200.00 ,$45.00 ,2,90,25,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89797687,-77.01487157
1535272,1535272,30,92%,94%,5,0.0,1.0,3.0,$295.00 ,,$125.00 ,3,999,45,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90461776,-77.02703883
176369,176369,5,83%,65%,3,1.0,1.0,1.0,$210.00 ,$200.00 ,$50.00 ,1,365,57,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90144491,-77.01347211
1529367,1529367,30,92%,94%,6,2.0,1.5,2.0,$329.00 ,,$159.00 ,3,999,21,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90474484,-77.02741069
8081791,8081791,1,100%,50%,2,0.0,1.0,1.0,$125.00 ,,,2,7,0,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89693158,-77.01094516
8532371,8532371,1,89%,100%,2,1.0,1.0,1.0,$150.00 ,,$25.00 ,1,1125,1,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90297398,-77.01750644
1173115,1173115,1,80%,100%,3,1.0,1.0,2.0,$175.00 ,,,2,15,139,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90377356,-77.01197061
7582553,7582553,1,100%,100%,3,1.0,1.0,2.0,$129.00 ,,$15.00 ,1,1125,7,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90066143,-77.01628928
940952,940952,480,58%,51%,2,1.0,1.0,1.0,$239.00 ,,$150.00 ,5,730,0,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90289763,-77.01747447
801699,801699,2,82%,82%,2,1.0,1.0,1.0,$250.00 ,"$1,500.00 ",$85.00 ,2,1125,17,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90033876,-77.01623092
1391504,1391504,4,100%,99%,4,1.0,1.0,2.0,$168.00 ,,$35.00 ,1,1125,136,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90600705,-77.03382798
7804254,7804254,1,70%,86%,2,1.0,1.0,1.0,$79.00 ,,$12.00 ,2,1125,2,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90020066,-77.01072029
8534537,8534537,1,100%,,1,1.0,1.0,2.0,$65.00 ,,,2,1125,0,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89923209,-77.01976879
3635723,3635723,1,90%,100%,4,2.0,2.0,2.0,$290.00 ,$350.00 ,$80.00 ,3,365,32,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90264956,-77.01279579999999
8408614,8408614,1,100%,,6,1.0,1.0,3.0,$725.00 ,$200.00 ,,5,30,0,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89878625,-77.02471294
7067790,7067790,1,100%,,2,1.0,1.0,1.0,$109.00 ,,$10.00 ,1,1125,5,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89955357,-77.01075245
8304399,8304399,1,97%,96%,4,1.0,1.0,2.0,$99.00 ,$500.00 ,$25.00 ,1,1125,3,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90556059,-77.01579704
6846210,6846210,190,87%,70%,3,1.0,1.0,1.0,$569.00 ,,$100.00 ,3,1125,0,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.8939692,-77.01937377
7132818,7132818,1,100%,100%,4,1.0,1.0,2.0,$120.00 ,$140.00 ,$65.00 ,3,20,3,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90499994,-77.02955949999999
6370883,6370883,1,,,2,1.0,1.0,2.0,$290.00 ,,,1,1125,1,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90437187,-77.01711001
3380059,3380059,1,50%,50%,3,1.0,1.0,1.0,$145.00 ,$250.00 ,$20.00 ,1,31,5,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90057678,-77.01565248
343200,343200,5,83%,65%,4,1.0,1.0,1.0,$210.00 ,$200.00 ,$50.00 ,1,90,87,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90030689,-77.01646804
4588047,4588047,1,92%,100%,1,1.0,1.0,1.0,$90.00 ,,,1,1125,2,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89964153,-77.02120483
8423417,8423417,1,100%,100%,2,1.0,1.0,1.0,$99.00 ,,$15.00 ,1,1125,2,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90084752,-77.01607553
2271727,2271727,1,100%,0%,4,1.0,1.0,1.0,$399.00 ,$100.00 ,$30.00 ,1,1125,16,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90424191,-77.01261609
18883,18883,480,58%,51%,2,1.0,1.0,1.0,$239.00 ,,,4,730,0,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89353063,-77.01899577
1403549,1403549,1,100%,42%,2,1.0,1.0,1.0,$150.00 ,,,1,1125,4,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90099189,-77.01942861
6870636,6870636,1,100%,50%,1,1.0,1.0,1.0,$199.00 ,,$71.00 ,7,1125,1,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89374422,-77.02300195
3710056,3710056,2,100%,100%,2,1.0,1.0,1.0,$135.00 ,$300.00 ,$40.00 ,5,20,27,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90226629,-77.02497973
524237,524237,1,100%,100%,4,1.0,1.0,1.0,$295.00 ,,,1,1125,20,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89341561,-77.01990326
7257104,7257104,206,92%,76%,5,2.0,2.0,3.0,$429.00 ,,$100.00 ,3,1125,0,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89894448,-77.02705479
892183,892183,5,100%,96%,8,4.0,2.5,4.0,$400.00 ,$500.00 ,$150.00 ,3,1125,26,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90535691,-77.0257556
5862599,5862599,6,100%,100%,6,2.0,2.0,3.0,$295.00 ,,$100.00 ,1,1125,43,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9052115,-77.01834247
195344,195344,1,100%,100%,4,1.0,1.5,2.0,$179.00 ,$200.00 ,$60.00 ,2,730,163,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90123477,-77.01751802
20832,20832,480,58%,51%,4,2.0,2.0,2.0,$309.00 ,,,4,365,23,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89909727,-77.03269055
7109438,7109438,1,75%,50%,3,1.0,2.0,2.0,$90.00 ,,$50.00 ,6,22,0,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90343909,-77.01632066
7053307,7053307,1,60%,65%,2,1.0,1.0,1.0,$43.00 ,,,1,1125,10,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90395939,-77.00988865
7790166,7790166,1,,,1,1.0,1.0,1.0,$120.00 ,,,2,3,0,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90011601,-77.01673079999999
6790744,6790744,1,100%,100%,4,2.0,1.0,2.0,$269.00 ,$200.00 ,,2,1125,5,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90385714,-77.02939549
2346018,2346018,2,100%,98%,2,0.0,1.0,1.0,$150.00 ,,$40.00 ,2,365,73,"West End, Foggy Bottom, GWU",38.90243694,-77.0501961
2563683,2563683,480,58%,51%,2,1.0,1.0,1.0,$269.00 ,,$150.00 ,3,365,3,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90008916,-77.01881709
2309866,2309866,49,98%,52%,4,1.0,1.0,1.0,$185.00 ,,,3,90,8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90562712,-77.02735635
267813,267813,2,100%,,2,1.0,1.0,1.0,$120.00 ,"$1,000.00 ",$100.00 ,7,365,1,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90076227,-77.01638778
8338737,8338737,4,100%,98%,8,2.0,2.0,3.0,$220.00 ,$200.00 ,$100.00 ,1,1125,0,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90131044,-77.01893287
4644205,4644205,1,100%,55%,3,1.0,1.0,2.0,$99.00 ,"$1,000.00 ",,3,1125,4,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89952784,-77.01052629
8428938,8428938,1,97%,67%,2,1.0,1.0,1.0,$99.00 ,,$25.00 ,1,1125,0,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89823863,-77.01946982
2039329,2039329,11,91%,56%,4,1.0,1.0,2.0,$250.00 ,,$150.00 ,1,1125,6,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90079662,-77.01485968
4807923,4807923,480,58%,51%,2,1.0,1.0,1.0,$249.00 ,,$150.00 ,3,365,4,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89957917,-77.01815178
2170732,2170732,206,92%,76%,3,1.0,1.0,2.0,$259.00 ,,$100.00 ,3,1125,2,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89272228,-77.01879753
4378992,4378992,1,50%,100%,5,2.0,2.0,2.0,$300.00 ,,$100.00 ,1,1125,2,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90471497,-77.02771771
34180,34180,480,58%,51%,3,1.0,1.0,1.0,$289.00 ,,,5,730,1,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90068234,-77.01781993
5946361,5946361,1,94%,85%,2,0.0,1.0,1.0,$200.00 ,$500.00 ,,1,1125,15,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90120549,-77.01606239
5792783,5792783,480,58%,51%,2,1.0,1.0,1.0,$249.00 ,,,3,365,0,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90062914,-77.01786207
7616647,7616647,1,100%,33%,1,1.0,1.0,1.0,$81.00 ,$173.00 ,$35.00 ,1,1125,1,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89987752,-77.01690344
8410280,8410280,1,100%,100%,2,1.0,1.0,1.0,$200.00 ,,,2,1125,0,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89886785,-77.0194636
7502313,7502313,2,100%,63%,8,2.0,1.0,4.0,$194.00 ,,$89.00 ,1,1125,8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89964754,-77.01753677
7039348,7039348,1,89%,80%,2,1.0,1.0,1.0,$89.00 ,,,3,1125,3,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.900057000000004,-77.01633626
811040,811040,1,100%,83%,2,1.0,1.0,1.0,$159.00 ,$400.00 ,$80.00 ,4,1125,18,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90152204,-77.01721359
8454224,8454224,1,100%,100%,2,0.0,1.0,1.0,$85.00 ,,,3,6,1,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90511842,-77.02795468
1989187,1989187,1,80%,100%,4,1.0,1.0,1.0,$100.00 ,$200.00 ,$40.00 ,1,1125,18,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90517391,-77.02509911
8482899,8482899,1,100%,,2,1.0,1.0,1.0,$189.00 ,$500.00 ,$100.00 ,3,30,0,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90507047,-77.02498764
6660622,6660622,1,60%,75%,3,1.0,2.0,1.0,$150.00 ,,,1,2000,1,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90649601,-77.00943129
7922208,7922208,1,100%,100%,5,2.0,1.0,3.0,$175.00 ,$175.00 ,$55.00 ,2,1125,2,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90654522,-77.01058379
8291377,8291377,1,100%,100%,2,1.0,1.0,1.0,$120.00 ,$150.00 ,,4,1125,1,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90305069,-77.01624454
7875951,7875951,1,100%,100%,3,1.0,1.0,1.0,$155.00 ,$150.00 ,$50.00 ,2,1125,1,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90499381,-77.03029565
6967482,6967482,190,87%,70%,5,2.0,2.0,2.0,$629.00 ,,$100.00 ,3,1125,0,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89349646,-77.01957711
2171039,2171039,206,92%,76%,5,2.0,2.0,3.0,$311.00 ,,$100.00 ,3,1125,3,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89433389,-77.01918022
8286241,8286241,190,87%,70%,3,1.0,1.0,1.0,$571.00 ,,$100.00 ,3,1125,0,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90545805,-77.03325417
762058,762058,2,90%,72%,6,2.0,2.0,2.0,$339.00 ,,$95.00 ,3,730,47,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89970635,-77.01619337
316796,316796,5,83%,65%,4,1.0,1.0,2.0,$210.00 ,,$50.00 ,1,60,28,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89916444,-77.01689649
786670,786670,480,58%,51%,4,2.0,2.0,2.0,$299.00 ,,,4,365,2,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89381908,-77.02074143
5423355,5423355,2,100%,100%,2,1.0,1.0,1.0,$170.00 ,$200.00 ,,1,10,18,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.899211,-77.01779574
8509689,8509689,3,100%,91%,1,1.0,1.0,1.0,$135.00 ,$100.00 ,$75.00 ,1,1125,0,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89403849,-77.02320012
7848895,7848895,6,100%,100%,4,2.0,1.0,2.0,$245.00 ,$200.00 ,$100.00 ,1,1125,3,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90429662,-77.01587347
17377,17377,480,58%,51%,3,1.0,1.0,1.0,$249.00 ,,$150.00 ,3,730,1,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89988173,-77.01649590000001
8291438,8291438,3,92%,94%,2,1.0,1.0,1.0,$99.00 ,$100.00 ,$10.00 ,1,30,5,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90191644,-77.01002164
8610929,8610929,3,100%,75%,4,0.0,1.0,1.0,$149.00 ,"$1,000.00 ",$75.00 ,3,31,0,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.8954655,-77.0111079
4240916,4240916,2,100%,100%,1,1.0,1.0,1.0,$99.00 ,,,3,1125,8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90530313,-77.02832444
5039240,5039240,6,100%,100%,6,2.0,2.0,2.0,$295.00 ,$200.00 ,$100.00 ,1,1125,50,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90272241,-77.01817221
6074361,6074361,2,100%,100%,6,2.0,2.0,2.0,$400.00 ,$500.00 ,,1,1125,0,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90063996,-77.01592763
7554288,7554288,1,100%,100%,1,1.0,1.0,1.0,$65.00 ,,,1,1125,0,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90476626,-77.02493004
475420,475420,2,100%,100%,1,1.0,1.0,1.0,$99.00 ,$200.00 ,$45.00 ,4,365,54,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90473296,-77.01638019
6881600,6881600,2,100%,100%,8,2.0,1.0,4.0,$179.00 ,$100.00 ,$40.00 ,1,1125,35,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90551155,-77.01526640000002
5020383,5020383,1,93%,100%,4,1.0,1.0,1.0,$150.00 ,,$40.00 ,1,1125,53,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89751803,-77.02324734
6676843,6676843,1,100%,38%,4,1.0,1.0,1.0,$140.00 ,,$20.00 ,2,1125,4,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.905083700000006,-77.02066763
4832639,4832639,6,80%,100%,3,1.0,1.0,1.0,$179.00 ,,$50.00 ,2,1125,1,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90142876,-77.01595879999999
7807724,7807724,2,100%,94%,2,1.0,1.0,2.0,$135.00 ,$150.00 ,$75.00 ,2,90,4,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90463193,-77.01846219
8405767,8405767,1,,,3,1.0,1.0,2.0,$250.00 ,,$60.00 ,4,7,0,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90257958,-77.01319349
5260553,5260553,1,100%,100%,2,1.0,1.5,1.0,$95.00 ,,,1,28,44,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90583953,-77.01062106
7990478,7990478,3,100%,100%,6,2.0,1.0,2.0,$170.00 ,$500.00 ,$75.00 ,2,1125,2,"West End, Foggy Bottom, GWU",38.90691943,-77.04754715
5952761,5952761,480,58%,51%,5,2.0,2.0,2.0,$299.00 ,,,4,365,5,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89922299,-77.03267812
6404138,6404138,1,,,2,1.0,1.0,1.0,$150.00 ,$500.00 ,$300.00 ,7,14,1,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90021022,-77.03256528
867430,867430,5,83%,65%,4,1.0,1.5,1.0,$250.00 ,$250.00 ,$65.00 ,1,1125,12,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90287484,-77.01682891
5307479,5307479,1,100%,0%,2,0.0,1.0,1.0,$105.00 ,$150.00 ,,1,1125,11,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90433124,-77.01779709
7819662,7819662,1,100%,89%,3,1.0,1.0,1.0,$120.00 ,,,1,1125,3,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90541662,-77.02662326
8289426,8289426,190,87%,70%,3,1.0,1.0,1.0,$399.00 ,,$100.00 ,3,1125,0,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90478063,-77.03358794
7629993,7629993,190,87%,70%,5,2.0,2.0,2.0,$629.00 ,,$100.00 ,3,1125,0,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89346861,-77.02081027
6953706,6953706,190,87%,70%,3,1.0,1.0,1.0,$569.00 ,,$100.00 ,3,1125,0,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89419402,-77.02069938
3985853,3985853,1,80%,75%,2,1.0,1.0,1.0,$70.00 ,,,1,1125,9,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90340595,-77.02031797
4305324,4305324,1,100%,100%,2,0.0,1.0,1.0,$110.00 ,$150.00 ,$35.00 ,2,14,6,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89717768,-77.01112144
1839373,1839373,206,92%,76%,3,1.0,1.0,2.0,$259.00 ,,$100.00 ,3,1125,4,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.8929214,-77.01889761
5374980,5374980,1,100%,0%,2,1.0,1.5,1.0,$99.00 ,,$20.00 ,3,1125,12,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90515193,-77.01778631
5145487,5145487,4,100%,100%,8,3.0,1.5,3.0,$289.00 ,$250.00 ,$99.00 ,1,1125,14,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90499946,-77.01268763
4606872,4606872,3,100%,100%,4,1.0,1.0,2.0,$124.00 ,$95.00 ,$100.00 ,4,1125,3,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90361975,-77.02968543
54345,54345,480,58%,51%,2,1.0,1.0,1.0,$259.00 ,,,4,730,1,"West End, Foggy Bottom, GWU",38.90741381,-77.05188508
